val_loss,val_categorical_accuracy,loss,categorical_accuracy,epoch
4.721468498229981,0.31599999356269837,5.487201243066935,0.2767801856477932,0
3.8223173484802246,0.33399999618530274,4.199020477714185,0.4743034062555331,1
3.396236259460449,0.3760000014305115,3.253773721452837,0.5801857586246526,2
3.2834326000213623,0.33200000309944155,2.6850546686272874,0.6786377704918569,3
3.4116258602142335,0.3660000035762787,2.346256626796427,0.7609907120373965,4
3.639976598739624,0.32599999833106996,2.089632094976703,0.8179566566420045,5
3.9619872303009034,0.38400000596046446,1.9496853387023643,0.8681114561048454,6
4.014102970123291,0.3179999980926514,1.869555250409956,0.881114551563381,7
4.18973547744751,0.3460000007152557,1.8299140981845443,0.8879256953764996,8
4.309436138153076,0.3680000033378601,1.813293766163451,0.8891640870194686,9
4.384899635314941,0.3500000035762787,1.7478634671899187,0.9108359139770177,10
4.2828582038879395,0.40000000405311587,1.771320916403189,0.8959752309802147,11
4.358183273315429,0.35599999403953553,1.7373253372800608,0.9219814253296277,12
4.394618274688721,0.3819999964237213,1.7663244833518108,0.9065015491686369,13
4.595607673645019,0.38800000619888303,1.7258146813041286,0.9219814229306791,14
4.698212993621826,0.3640000057220459,1.7190813024715743,0.928792571024998,15
4.743142623901367,0.35599999356269835,1.720696285634587,0.9219814241486068,16
5.0359863166809085,0.34399999856948854,1.6382928170655904,0.9436532511061559,17
5.089442359924316,0.3299999959468842,1.6229802629895993,0.9498452020872488,18
5.005275051116944,0.35399999618530276,1.6306042313944813,0.9337461308798185,19
4.91534838104248,0.34599999618530275,1.6151010487470834,0.9424148594631868,20
5.024914619445801,0.33799999380111695,1.5879891987555537,0.9510835911467348,21
5.080890033721924,0.3320000033378601,1.5905582840597667,0.9442724446025057,22
5.197697380065918,0.32200000548362734,1.6062992599357393,0.9430340560597162,23
5.0154335479736325,0.3580000035762787,1.6282007489042016,0.9294117650380445,24
5.184258548736572,0.3480000057220459,1.6528992186389841,0.9368421061120166,25
5.323291584014893,0.31999999594688416,1.6216539397697332,0.9349845189059113,26
5.425327209472656,0.32799999570846555,1.6184375120021242,0.9442724461525955,27
5.383550148010254,0.35999999594688414,1.6000748365656141,0.950464397650385,28
5.494263694763184,0.32799999332427976,1.6234995562225671,0.9380804951715026,29
5.2676290512084964,0.3399999959468842,1.6054433503018075,0.9461300323253077,30
5.429235725402832,0.3560000059604645,1.6124740855981692,0.9424148620466699,31
5.37604301071167,0.34799999356269834,1.6026150321074684,0.9386996897012456,32
5.336201347351074,0.3460000030994415,1.5828884167567865,0.9547987629754624,33
5.280740821838379,0.35399999356269835,1.5809001149038782,0.9467492258216574,34
5.577518703460694,0.34199999380111695,1.5514600630515132,0.9616099079696018,35
5.487401531219483,0.32400000309944155,1.5983317652723,0.9486068101121176,36
5.638467575073242,0.31600000309944154,1.550875003566683,0.9591331272671466,37
5.55229536819458,0.3319999959468842,1.5468632305369658,0.95356037184919,38
5.565077514648437,0.3379999959468842,1.5310250752481513,0.960371518393419,39
5.5430087890625,0.31800000309944154,1.5552866882584044,0.9473684219014903,40
5.504592514038086,0.33800000095367433,1.545284861307764,0.9541795679290228,41
5.579519184112549,0.31799999833106996,1.527229708709953,0.9517027867098711,42
5.770217430114746,0.3140000004768372,1.494816742888176,0.9622291024993448,43
5.6900104141235355,0.2980000002384186,1.5248650606202636,0.9535603728825832,44
5.711575267791748,0.30000000286102296,1.503392668183743,0.9616099079696018,45
5.638956382751465,0.32999999332427976,1.4947529561748445,0.9622291024993448,46
5.5570185546875,0.33000000286102293,1.5136307508214708,0.9517027877432643,47
5.488707080841064,0.3500000054836273,1.483174326545314,0.9678018574006049,48
5.50847562789917,0.33599999833106997,1.479257315747878,0.9653250782482395,49
5.570036186218262,0.33600000524520873,1.4985608197587192,0.9560371506693932,50
5.507657878875732,0.35399999594688414,1.5064255796349824,0.9560371525516451,51
5.522143077850342,0.32200000548362734,1.4898231442129648,0.9554179580219021,52
5.488474243164062,0.3559999933242798,1.4789369456170145,0.9622291035327379,53
5.442985595703125,0.3380000030994415,1.470507557694757,0.9560371525516451,54
5.415355537414551,0.34199999618530275,1.4640402821933522,0.9572755421278277,55
5.546433990478516,0.35599999856948855,1.4514175249696146,0.960371518393419,56
5.6224869537353515,0.3600000057220459,1.4646521495222675,0.9585139332541002,57
5.49391166305542,0.3700000011920929,1.4552318381082163,0.9690402480101807,58
5.434363842010498,0.35199999380111696,1.4439060230373228,0.9684210539971343,59
5.33577453994751,0.3419999935626984,1.4371805264115702,0.9616099079696018,60
5.2600055465698246,0.34399999594688413,1.431822775096716,0.9616099079696018,61
5.322237743377686,0.35199999356269834,1.4376033895155962,0.9591331277838432,62
5.3449545631408695,0.3400000030994415,1.4312842324791308,0.963467492592224,63
5.245108558654785,0.33400000309944156,1.4200424670434957,0.9665634683411187,64
5.230912612915039,0.32600000047683714,1.4147073158907817,0.9696594435733169,65
5.314064323425293,0.3500000059604645,1.4048287277251206,0.9647058813195479,66
5.390544792175293,0.34999999594688413,1.3943948215744444,0.9671826615053065,67
5.4204448928833004,0.33200000047683714,1.3964033081066498,0.9628482985791776,68
5.570548740386963,0.3420000057220459,1.3781162713703357,0.9647058813195479,69
5.453113533020019,0.3560000033378601,1.3779284855160552,0.9690402490435739,70
5.600429382324219,0.3420000057220459,1.3447332748318603,0.9739938070161424,71
5.718537239074707,0.3520000035762787,1.3448697113031205,0.9678018579173014,72
5.734733680725098,0.33000000309944155,1.3502580336372918,0.969659441691065,73
5.50203897857666,0.35999999380111697,1.3350567661202728,0.9690402466446254,74
5.550151184082031,0.35599999856948855,1.3395572860912641,0.9591331283005399,75
5.47778296661377,0.3719999961853027,1.3329047771430238,0.9653250777315429,76
