val_loss,val_acc,loss,acc,epoch
19.984138427734376,0.3079999988079071,21.004267374280804,0.24582043316895746,0
19.68164125061035,0.2999999985694885,20.49134696393559,0.2817337464714198,1
19.406669494628908,0.34599999594688413,20.03319422246502,0.30030959765239396,2
19.039140396118164,0.2999999933242798,19.582375358132754,0.29659442728148894,3
18.552461547851564,0.31999999594688416,19.10654813217305,0.3034055720357334,4
17.957784881591795,0.31400000262260436,18.503735226374292,0.299071206710656,5
17.426589263916014,0.3139999976158142,17.995567110374616,0.31083591268527616,6
16.864374816894532,0.3380000030994415,17.431832757010916,0.33993808020010086,7
16.31393798828125,0.3079999928474426,16.814145322628434,0.3294117641707323,8
15.659495246887207,0.3459999988079071,16.27537076022972,0.3442724457097127,9
15.066011703491212,0.3139999933242798,15.619359886830805,0.35479876149918643,10
14.48150417327881,0.3540000035762787,14.999711355557752,0.3733746124679459,11
13.952641960144042,0.3280000009536743,14.453756743983218,0.39256966003323485,12
13.443644805908203,0.32200000548362734,13.884296270199235,0.3783281730793578,13
12.862014266967773,0.3279999935626984,13.303359815284564,0.3832817337276766,14
12.358010246276855,0.34599999380111696,12.781405333764043,0.3801857583109439,15
11.929171203613281,0.2980000030994415,12.211559074803402,0.4142414864740874,16
11.363775016784668,0.3779999990463257,11.7198997349931,0.4216718259979697,17
11.009265670776367,0.27800000047683715,11.286426044617643,0.40123838955772917,18
10.483504211425782,0.3799999990463257,10.795666806247581,0.4049535604453308,19
10.078763160705567,0.3839999990463257,10.358901825187376,0.43653250738932253,20
9.740890586853027,0.2859999930858612,9.942184015988566,0.43034055744162286,21
9.329452865600587,0.38800000619888303,9.546106936688025,0.46377709055832667,22
9.062875427246095,0.2899999957084656,9.173668709037473,0.4631578942939593,23
8.703609130859375,0.35999999380111697,8.802950590978098,0.4829721357800274,24
8.408935371398925,0.33000000071525576,8.506461791874086,0.4773993820966951,25
8.233089614868165,0.275999995470047,8.221699631989187,0.4879256965759738,26
7.940921947479248,0.2960000030994415,7.939905504102677,0.4730650160703866,27
7.708720375061035,0.30400000309944153,7.637069321269221,0.5095975221126072,28
7.5082310180664065,0.3680000059604645,7.405351851377694,0.5102167188567642,29
7.315853382110595,0.30799999547004697,7.159498980023175,0.5201238384187775,30
7.186549133300781,0.3200000052452087,6.872205239109949,0.5368421038237887,31
6.87522802734375,0.30400000023841856,6.677576472220406,0.5256965949254877,32
6.719748287200928,0.3720000014305115,6.511403317643393,0.5374613005679458,33
6.622634212493897,0.3659999988079071,6.408069882525748,0.5151702785639571,34
6.49976541519165,0.2959999957084656,6.244252142891426,0.5467492264490748,35
6.342359889984131,0.3600000011920929,6.092894886005036,0.5678018578434876,36
6.1550358963012695,0.25800000262260436,5.9299757482097615,0.5715170285465547,37
5.974460735321045,0.35399999594688414,5.780446467089579,0.590092878149759,38
5.878422695159912,0.36999999403953554,5.687172758025651,0.5616099065302326,39
5.886414455413818,0.2699999976158142,5.586314011210628,0.5547987625694866,40
5.602041042327881,0.3319999959468842,5.390097655305183,0.5801857570745628,41
5.504860469818115,0.34799999594688413,5.254804958426178,0.5888544877247176,42
5.342179153442383,0.3439999983310699,5.100974729555679,0.5913312682426382,43
5.254143619537354,0.3379999959468842,4.915884659238644,0.614860679675182,44
5.146493343353272,0.37599999880790713,4.869842181486242,0.5795665640949096,45
4.99371061706543,0.3739999961853027,4.694459060692566,0.6130030971193461,46
4.850112121582031,0.38600000643730165,4.513637845361196,0.6371517035983295,47
4.8665205764770505,0.27199999523162843,4.367387047345424,0.661300310040406,48
4.681305809020996,0.31200000524520877,4.2629578345331245,0.6619195035736627,49
4.7096230430603025,0.2959999978542328,4.20664637775244,0.654489164197408,50
4.670475528717041,0.2640000023841858,4.051389174859959,0.6625386982510334,51
4.618233787536621,0.2859999978542328,3.983362102065662,0.6798761600680395,52
4.482123229980469,0.3360000054836273,3.9337226587183336,0.6582043338117216,53
4.363382984161377,0.3639999938011169,3.8368142975373165,0.6743034058680106,54
4.401148906707764,0.30200000524520876,3.7563320239631017,0.6848297206240911,55
4.212037128448486,0.35399999618530276,3.6504142474832917,0.6854489175527827,56
4.2231978454589845,0.39400000143051145,3.6116986085755904,0.6829721368503275,57
4.1488081741333005,0.35200000095367434,3.5328855979553317,0.6848297201073945,58
4.1125763931274415,0.3819999964237213,3.424807704860581,0.7145510849199797,59
4.115657043457031,0.3160000004768372,3.3702977744418403,0.7164086688413709,60
4.154500350952149,0.2900000026226044,3.28058051280562,0.7281733749082583,61
3.9212039394378664,0.39999999666213987,3.2356982957467944,0.7306501552785514,62
3.795605655670166,0.38000000357627867,3.154138000978405,0.7331269357964719,63
4.039149868011474,0.3179999957084656,3.075847484305178,0.7374613011215494,64
3.8164212284088133,0.3460000007152557,3.0070308208465577,0.7461300315871696,65
3.740114944458008,0.3879999990463257,2.9375067741878262,0.759133126381381,66
3.5865335330963135,0.4279999947547913,2.8681146590702307,0.7715170288602634,67
3.672921516418457,0.3659999988079071,2.8207007211797377,0.7857585138949816,68
3.55346284866333,0.39200000405311586,2.76805820273172,0.7814241489020664,69
3.5003066787719725,0.3919999990463257,2.79634587609731,0.7603715166218878,70
3.531898286819458,0.3799999985694885,2.767202357241982,0.7659442713755203,71
3.492483404159546,0.3980000042915344,2.7244823370186535,0.7739938078280942,72
3.384643253326416,0.41599999713897706,2.768221055464848,0.7393188867775649,73
3.243159652709961,0.4719999976158142,2.6498006150449394,0.7758513926352509,74
3.215560054779053,0.4799999976158142,2.588651713793492,0.7938080508642521,75
3.343479024887085,0.4300000042915344,2.5477776878758482,0.798142413790381,76
3.2459164390563964,0.42199999451637266,2.466802696842158,0.8173374598978473,77
3.3207426776885987,0.4060000064373016,2.4079038066391605,0.8253869960182592,78
3.108387189865112,0.464000004529953,2.401539439682621,0.8123839007073511,79
3.1597428016662596,0.4100000040531158,2.395304917993929,0.7993808040677948,80
3.162266345977783,0.4360000069141388,2.3558562265461074,0.8055727551965153,81
3.0719749450683596,0.46400000476837155,2.297115013252471,0.8235294122444956,82
3.064951332092285,0.466,2.3255581302170416,0.807430341885924,83
3.0332946300506594,0.4600000021457672,2.3080215550059506,0.8006191941606741,84
2.9663443412780763,0.474,2.2769969438251696,0.8024767815144069,85
3.0228311767578124,0.46,2.254692806326568,0.8080495369323636,86
2.9902120380401613,0.4819999976158142,2.2409720347023603,0.8179566559776802,87
2.932485195159912,0.4799999976158142,2.208350873214911,0.817956656826539,88
3.0588940773010256,0.4400000066757202,2.1893820442282377,0.8278637782708042,89
2.8125392532348634,0.5059999880790711,2.1209779351119287,0.8452012390544171,90
2.796958204269409,0.5099999904632568,2.0793175449312287,0.8458204335841601,91
2.8937449645996094,0.4699999949932098,2.0716131579396158,0.8346749217148536,92
2.9388127899169922,0.47800000715255736,2.0522317360798272,0.8315789469993521,93
3.062377878189087,0.4539999997615814,2.008485985171315,0.8495356024972426,94
2.8995751934051515,0.45799999713897704,1.9914636189723531,0.8526315777294406,95
2.7845193920135496,0.4959999928474426,2.004622065098293,0.8445820441556051,96
2.783270389556885,0.48600000715255737,1.9742855021828098,0.8340557285506659,97
2.827757034301758,0.47999999499320983,1.9506516731191346,0.8427244595329828,98
2.8019945106506348,0.5039999928474427,1.9364108584613622,0.8458204335841601,99
2.8276605014801026,0.4939999928474426,1.9591387294025244,0.8390092868553964,100
2.770742467880249,0.4900000023841858,1.925190539256707,0.8538699697045719,101
2.803894636154175,0.4739999973773956,1.9058758413828563,0.8526315785782994,102
2.7954857177734374,0.5040000100135803,1.918094467895319,0.8315789462981209,103
3.066963205337524,0.4520000019073486,1.9041555643081665,0.8390092884054863,104
2.991689025878906,0.4759999856948853,1.9452059227615688,0.8272445827076679,105
3.1177215900421142,0.45,1.8726418501821465,0.8532507741414357,106
2.836720621109009,0.4959999952316284,1.8874643495577408,0.843962847411448,107
2.8838022956848146,0.508000002861023,1.83370639510199,0.8643962856785801,108
2.671981782913208,0.5239999861717224,1.829210655755672,0.8532507727758804,109
2.7742954235076906,0.483999988079071,1.7998089565950282,0.869969039878609,110
2.8192947845458987,0.4859999952316284,1.778747416502182,0.8532507725913459,111
2.7412240104675294,0.49599998807907103,1.757895236192473,0.8773993814692778,112
2.8518434715270997,0.46999998569488527,1.7478781090432276,0.8656346761036214,113
2.8681733303070067,0.4680000021457672,1.7257743761635418,0.8718266255346245,114
3.1870164546966553,0.43999999451637267,1.7227708335262335,0.8631578936665419,115
3.023165899276733,0.4480000021457672,1.7489395289967304,0.8569659439033768,116
2.7238116683959963,0.5279999980926514,1.7661913474646884,0.8433436533984016,117
2.722752927780151,0.5439999885559083,1.7487737032651163,0.8606811152154078,118
2.7379395122528076,0.5120000123977662,1.7144222315619975,0.8662538706333645,119
2.9256813144683838,0.4779999997615814,1.689655325213453,0.8662538701166679,120
2.825734395980835,0.528000002861023,1.6791627469077568,0.8743034062370796,121
2.807670030593872,0.4880000023841858,1.6411563740426174,0.8885448914563324,122
2.846701965332031,0.470000004529953,1.6157624201877936,0.8848297216943912,123
2.5617418689727782,0.5699999985694886,1.5891837677350353,0.8928792565968753,124
2.6618789234161375,0.5439999861717224,1.5795352093575539,0.8848297215098567,125
2.965526554107666,0.46400000715255735,1.5756583189447597,0.8873065013634531,126
2.878299715042114,0.49200000286102297,1.6048623560382855,0.8767801859061415,127
3.0095620498657225,0.4520000071525574,1.5522729538542568,0.8934984511266183,128
2.987237621307373,0.4559999973773956,1.5553544205408716,0.887306502544474,129
2.783538461685181,0.49599998569488524,1.56655909350782,0.8823529421729569,130
2.7052990436553954,0.531999990940094,1.5610754210882511,0.8885448912717978,131
2.776587755203247,0.5080000123977662,1.577352464974111,0.8780185768478795,132
2.896508605957031,0.4759999973773956,1.6075037002563477,0.8625387008714233,133
2.8390562858581543,0.5079999904632568,1.5960237757709372,0.8736842098250847,134
2.7665580978393556,0.523999990940094,1.5844755316666406,0.8743034060525451,135
2.638599328994751,0.5399999980926513,1.5789064897472276,0.8718266246857658,136
2.7735563354492188,0.5080000076293946,1.5693314309459723,0.8829721368872344,137
2.812324352264404,0.5200000004768371,1.5777508342967315,0.8786377694953705,138
2.720898937225342,0.5360000004768372,1.5744620778612308,0.8718266255346245,139
2.6449648361206055,0.5540000057220459,1.58477894654584,0.866253868566578,140
3.2974459228515625,0.5000000123977661,1.6144831125212158,0.8613003105940096,141
2.706753562927246,0.5540000033378601,1.6282014439349572,0.8476780183913168,142
2.696751655578613,0.545999990940094,1.5612579940642366,0.8786377696799051,143
2.813703815460205,0.5439999980926513,1.5393624619433754,0.880495357033638,144
2.8257981185913086,0.5359999933242798,1.5664015931610722,0.8625386988046368,145
2.7515967597961426,0.5339999928474426,1.5652546760098485,0.8668730643142487,146
2.6608807735443114,0.5260000100135803,1.524927755553656,0.8842105274968103,147
2.6862385749816893,0.5800000128746032,1.5133423288540204,0.881733745760962,148
2.5300908393859864,0.5700000057220459,1.5133544106970631,0.8823529413240981,149
2.6426591186523436,0.5479999861717224,1.5103977178272447,0.8823529409919361,150
2.66539612197876,0.5720000081062316,1.4842171781941464,0.891021671974253,151
2.7750002059936523,0.5399999933242798,1.4857537742000615,0.8885448912717978,152
2.6887597637176515,0.5500000028610229,1.4630138417146523,0.8953560359337751,153
2.6854625606536864,0.5499999861717224,1.4757690628984765,0.8798761616550362,154
2.655909090042114,0.5539999885559082,1.4591565453969289,0.8873065027290085,155
2.5351187744140624,0.5579999957084656,1.443957365924729,0.8866873071658722,156
2.493312906265259,0.5820000009536743,1.447503481339375,0.892879257814803,157
2.695578472137451,0.5620000057220459,1.4326303582442435,0.8891640868349341,158
2.6331731357574464,0.5220000076293946,1.408515790003372,0.9077399392615162,159
2.589714601516724,0.5699999861717224,1.424938556358172,0.8860681121194326,160
2.768434429168701,0.5439999933242798,1.4296613631233712,0.8904024760789546,161
